COUNTY	CASES	DEATHS	RECOVERED
Story-Iowa	2	0	0
Tama-Iowa	5	0	0
Taylor-Iowa	0	0	0
Union-Iowa	0	0	0
Van Buren-Iowa	0	0	0
Wapello-Iowa	1	0	0
Warren-Iowa	1	0	0
Washington-Iowa	11	0	0
Wayne-Iowa	0	0	0
Webster-Iowa	1	0	0
Winnebago-Iowa	0	0	0
Winneshiek-Iowa	2	0	0
Woodbury-Iowa	3	0	0
Worth-Iowa	0	0	0
Wright-Iowa	1	0	0
Allen-Kansas	0	0	0
Anderson-Kansas	0	0	0
Atchison-Kansas	0	0	0
Barber-Kansas	0	0	0
Barton-Kansas	0	0	0
Bourbon-Kansas	3	0	0
Brown-Kansas	0	0	0
Butler-Kansas	3	0	0
Chase-Kansas	0	0	0
Chautauqua-Kansas	0	0	0
Cherokee-Kansas	2	0	0
Cheyenne-Kansas	0	0	0
Clark-Kansas	0	0	0
Clay-Kansas	1	0	0
Cloud-Kansas	0	0	0
Coffey-Kansas	1	0	0
Comanche-Kansas	0	0	0
Cowley-Kansas	0	0	0
Crawford-Kansas	3	0	0
Decatur-Kansas	0	0	0
Dickinson-Kansas	0	0	0
Doniphan-Kansas	1	0	0
Douglas-Kansas	14	0	0
Edwards-Kansas	0	0	0
Elk-Kansas	0	0	0
Ellis-Kansas	0	0	0
Ellsworth-Kansas	0	0	0
Finney-Kansas	0	0	0
Ford-Kansas	0	0	0
Franklin-Kansas	2	0	0
Geary-Kansas	0	0	0
Gove-Kansas	1	0	0
Graham-Kansas	0	0	0
Grant-Kansas	0	0	0
Gray-Kansas	0	0	0
Greeley-Kansas	0	0	0
Greenwood-Kansas	0	0	0
Hamilton-Kansas	0	0	0
Harper-Kansas	0	0	0
Harvey-Kansas	1	0	0
Haskell-Kansas	0	0	0
Hodgeman-Kansas	0	0	0
Jackson-Kansas	1	0	0
Jefferson-Kansas	1	0	0
Jewell-Kansas	0	0	0
Johnson-Kansas	66	1	0
Kearny-Kansas	0	0	0
Kingman-Kansas	0	0	0
Kiowa-Kansas	0	0	0
Labette-Kansas	0	0	0
Lane-Kansas	0	0	0
Leavenworth-Kansas	12	0	0
Lincoln-Kansas	0	0	0
Linn-Kansas	4	0	0
Logan-Kansas	0	0	0
Lyon-Kansas	4	0	0
McPherson-Kansas	1	0	0
Marion-Kansas	0	0	0
Marshall-Kansas	0	0	0
Meade-Kansas	0	0	0
Miami-Kansas	0	0	0
Mitchell-Kansas	2	0	0
Montgomery-Kansas	0	0	0
Morris-Kansas	2	0	0
Morton-Kansas	0	0	0
Nemaha-Kansas	0	0	0
Neosho-Kansas	1	0	0
Ness-Kansas	0	0	0
Norton-Kansas	0	0	0
Osage-Kansas	1	0	0
Osborne-Kansas	0	0	0
Ottawa-Kansas	1	0	0
Pawnee-Kansas	0	0	0
Phillips-Kansas	0	0	0
Pottawatomie-Kansas	1	0	0
Pratt-Kansas	0	0	0
Rawlins-Kansas	0	0	0
Reno-Kansas	5	0	0
Republic-Kansas	0	0	0
Rice-Kansas	0	0	0
Riley-Kansas	2	0	0
Rooks-Kansas	0	0	0
Rush-Kansas	0	0	0
Russell-Kansas	0	0	0
Saline-Kansas	0	0	0
Scott-Kansas	0	0	0
Sedgwick-Kansas	20	0	0
Seward-Kansas	0	0	0
Shawnee-Kansas	5	0	0
Sheridan-Kansas	0	0	0
Sherman-Kansas	0	0	0
Smith-Kansas	0	0	0
Stafford-Kansas	0	0	0
Stanton-Kansas	0	0	0
Stevens-Kansas	0	0	0
Sumner-Kansas	1	0	0
Thomas-Kansas	0	0	0
Trego-Kansas	0	0	0
Wabaunsee-Kansas	0	0	0
Wallace-Kansas	0	0	0
Washington-Kansas	0	0	0
Wichita-Kansas	0	0	0
Wilson-Kansas	0	0	0
Woodson-Kansas	1	0	0
Wyandotte-Kansas	43	3	0
Adair-Kentucky	0	0	0
Allen-Kentucky	1	0	0
Anderson-Kentucky	2	1	0
Ballard-Kentucky	0	0	0
Barren-Kentucky	0	0	0
Bath-Kentucky	0	0	0
Bell-Kentucky	0	0	0
Boone-Kentucky	1	0	0
Bourbon-Kentucky	2	1	0
Boyd-Kentucky	0	0	0
Boyle-Kentucky	0	0	0
Bracken-Kentucky	0	0	0
Breathitt-Kentucky	2	0	0
Breckinridge-Kentucky	0	0	0
Bullitt-Kentucky	0	0	0
Butler-Kentucky	0	0	0
Caldwell-Kentucky	0	0	0
Calloway-Kentucky	1	0	0
Campbell-Kentucky	1	0	0
Carlisle-Kentucky	0	0	0
Carroll-Kentucky	0	0	0
Carter-Kentucky	0	0	0
Casey-Kentucky	0	0	0
Christian-Kentucky	2	0	0
Clark-Kentucky	2	0	0
Clay-Kentucky	0	0	0
Clinton-Kentucky	0	0	0
Crittenden-Kentucky	0	0	0
Cumberland-Kentucky	0	0	0
Daviess-Kentucky	14	0	0
Edmonson-Kentucky	0	0	0
Elliott-Kentucky	0	0	0
Estill-Kentucky	0	0	0
Fayette-Kentucky	28	2	0
Fleming-Kentucky	0	0	0
Floyd-Kentucky	0	0	0
Franklin-Kentucky	2	0	0
Fulton-Kentucky	0	0	0
Gallatin-Kentucky	0	0	0
Garrard-Kentucky	0	0	0
Grant-Kentucky	0	0	0
Graves-Kentucky	0	0	0
Grayson-Kentucky	0	0	0
Green-Kentucky	0	0	0
Greenup-Kentucky	0	0	0
Hancock-Kentucky	0	0	0
Hardin-Kentucky	2	0	0
Harlan-Kentucky	0	0	0
Harrison-Kentucky	10	0	0
Hart-Kentucky	0	0	0
Henderson-Kentucky	2	0	0
Henry-Kentucky	0	0	0
Hickman-Kentucky	0	0	0
Hopkins-Kentucky	0	1	0
Jackson-Kentucky	0	0	0
Jefferson-Kentucky	35	2	0
Jessamine-Kentucky	1	0	0
Johnson-Kentucky	0	0	0
Kenton-Kentucky	8	0	0
Knott-Kentucky	0	0	0
Knox-Kentucky	0	0	0
Larue-Kentucky	0	0	0
Laurel-Kentucky	1	0	0
Lawrence-Kentucky	0	0	0
Lee-Kentucky	0	0	0
Leslie-Kentucky	0	0	0
Letcher-Kentucky	0	0	0
Lewis-Kentucky	0	0	0
Lincoln-Kentucky	0	0	0
Livingston-Kentucky	0	0	0
Logan-Kentucky	1	0	0
Lyon-Kentucky	1	0	0
McCracken-Kentucky	2	0	0
McCreary-Kentucky	0	0	0
McLean-Kentucky	0	0	0
Madison-Kentucky	2	0	0
Magoffin-Kentucky	0	0	0
Marion-Kentucky	0	0	0
Marshall-Kentucky	0	0	0
Martin-Kentucky	1	0	0
Mason-Kentucky	0	0	0
Meade-Kentucky	0	0	0
Menifee-Kentucky	1	0	0
Mercer-Kentucky	0	0	0
Metcalfe-Kentucky	0	0	0
Monroe-Kentucky	0	0	0
Montgomery-Kentucky	2	0	0
Morgan-Kentucky	0	0	0
Muhlenberg-Kentucky	2	0	0
Nelson-Kentucky	1	0	0
Nicholas-Kentucky	0	0	0
Ohio-Kentucky	0	0	0
Oldham-Kentucky	1	0	0
Owen-Kentucky	0	0	0
Owsley-Kentucky	0	0	0
Pendleton-Kentucky	0	0	0
Perry-Kentucky	0	0	0
Pike-Kentucky	0	0	0
Powell-Kentucky	0	0	0
Pulaski-Kentucky	3	0	0
Robertson-Kentucky	0	0	0
Rockcastle-Kentucky	0	0	0
Rowan-Kentucky	0	0	0
Russell-Kentucky	0	0	0
Scott-Kentucky	1	0	0
Shelby-Kentucky	0	0	0
Simpson-Kentucky	1	0	0
Spencer-Kentucky	1	0	0
Taylor-Kentucky	0	0	0
Todd-Kentucky	0	0	0
Trigg-Kentucky	0	0	0
Trimble-Kentucky	0	0	0
Union-Kentucky	0	0	0
Warren-Kentucky	5	0	0
Washington-Kentucky	0	0	0
Wayne-Kentucky	0	0	0
Webster-Kentucky	1	0	0
Whitley-Kentucky	0	0	0
Wolfe-Kentucky	0	0	0
Woodford-Kentucky	0	0	0
Acadia-Louisiana	8	1	0
Allen-Louisiana	5	0	0
Ascension-Louisiana	90	1	0
Assumption-Louisiana	8	0	0
Avoyelles-Louisiana	10	0	0
Beauregard-Louisiana	4	0	0
Bienville-Louisiana	1	1	0
Bossier-Louisiana	37	0	0
Caddo-Louisiana	140	2	0
Calcasieu-Louisiana	22	1	0
Caldwell-Louisiana	0	0	0
Cameron-Louisiana	0	0	0
Catahoula-Louisiana	1	1	0
Claiborne-Louisiana	3	0	0
Concordia-Louisiana	0	0	0
De Soto-Louisiana	13	1	0
East Baton Rouge-Louisiana	124	4	0
East Carroll-Louisiana	0	0	0
East Feliciana-Louisiana	5	0	0
Evangeline-Louisiana	4	0	0
Franklin-Louisiana	0	0	0
Grant-Louisiana	1	0	0
Iberia-Louisiana	4	0	0
Iberville-Louisiana	20	1	0
Jackson-Louisiana	3	0	0
Jefferson-Louisiana	548	24	0
Jefferson Davis-Louisiana	1	0	0
Lafayette-Louisiana	44	0	0
Lafourche-Louisiana	30	2	0
La Salle-Louisiana	0	0	0
Lincoln-Louisiana	7	0	0
Livingston-Louisiana	11	0	0
Madison-Louisiana	1	0	0
Morehouse-Louisiana	2	0	0
Natchitoches-Louisiana	2	0	0
Orleans-Louisiana	1170	57	0
Ouachita-Louisiana	25	1	0
Plaquemines-Louisiana	16	2	0
Pointe Coupee-Louisiana	1	0	0
Rapides-Louisiana	26	1	0
Red River-Louisiana	0	0	0
Richland-Louisiana	2	0	0
Sabine-Louisiana	0	0	0
St Bernard-Louisiana	0	0	0
St Charles-Louisiana	0	0	0
St Helena-Louisiana	0	0	0
St James-Louisiana	0	0	0
St John the Baptist-Louisiana	0	0	0
St Landry-Louisiana	0	0	0
St Martin-Louisiana	0	0	0
St Mary-Louisiana	0	0	0
St Tammany-Louisiana	0	0	0
Tangipahoa-Louisiana	7	0	0
Tensas-Louisiana	0	0	0
Terrebonne-Louisiana	23	1	0
Union-Louisiana	4	0	0
Vermilion-Louisiana	2	0	0
Vernon-Louisiana	2	0	0
Washington-Louisiana	8	1	0
Webster-Louisiana	9	1	0
West Baton Rouge-Louisiana	11	1	0
West Carroll-Louisiana	0	0	0
West Feliciana-Louisiana	0	0	0
Winn-Louisiana	1	0	0
Androscoggin-Maine	6	0	0
Aroostook-Maine	0	0	0
Cumberland-Maine	92	1	0
Franklin-Maine	1	0	0
Hancock-Maine	0	0	0
Kennebec-Maine	6	0	0
Knox-Maine	2	0	0
Lincoln-Maine	5	0	0
Oxford-Maine	8	0	0
Penobscot-Maine	6	0	0
Piscataquis-Maine	0	0	0
Sagadahoc-Maine	4	0	0
Somerset-Maine	0	0	0
Waldo-Maine	2	0	0
Washington-Maine	0	0	0
York-Maine	33	0	0
Allegany-Maryland	0	0	0
Anne Arundel-Maryland	63	0	0
Baltimore-Maryland	103	1	0
Calvert-Maryland	9	0	0
Caroline-Maryland	1	0	0
Carroll-Maryland	9	0	0
Cecil-Maryland	9	0	0
Charles-Maryland	17	0	0
Dorchester-Maryland	0	0	0
Frederick-Maryland	15	0	0
Garrett-Maryland	3	0	0
Harford-Maryland	18	0	0
Howard-Maryland	62	0	0
Kent-Maryland	2	0	0
Montgomery-Maryland	208	1	0
Prince Georges-Maryland	0	0	0
Queen Annes-Maryland	0	0	0
St Marys-Maryland	0	0	0
Somerset-Maryland	1	0	0
Talbot-Maryland	1	0	0
Washington-Maryland	5	0	0
Wicomico-Maryland	5	0	0
Worcester-Maryland	2	0	0
Baltimore City-Maryland	88	0	0
Barnstable-Massachusetts	100	2	0
Berkshire-Massachusetts	105	2	0
Bristol-Massachusetts	129	1	0
Dukes-Massachusetts	0	0	0
Essex-Massachusetts	350	2	0
Franklin-Massachusetts	24	2	0
Hampden-Massachusetts	90	1	0
Hampshire-Massachusetts	20	0	0
Middlesex-Massachusetts	685	5	0
Nantucket-Massachusetts	0	0	0
Norfolk-Massachusetts	393	6	0
Plymouth-Massachusetts	187	0	0
Suffolk-Massachusetts	631	2	0
Worcester-Massachusetts	219	3	0
Alcona-Michigan	0	0	0
Alger-Michigan	0	0	0
Allegan-Michigan	1	0	0
Alpena-Michigan	0	0	0
Antrim-Michigan	0	0	0
Arenac-Michigan	0	0	0
Baraga-Michigan	0	0	0
Barry-Michigan	1	0	0
Bay-Michigan	4	0	0
Benzie-Michigan	0	0	0
Berrien-Michigan	18	0	0
Branch-Michigan	0	0	0
Calhoun-Michigan	9	0	0
Cass-Michigan	1	0	0
Charlevoix-Michigan	4	0	0
Cheboygan-Michigan	0	0	0
Chippewa-Michigan	1	0	0
Clare-Michigan	1	0	0
Clinton-Michigan	8	0	0
Crawford-Michigan	1	0	0
Delta-Michigan	0	0	0
Dickinson-Michigan	0	0	0
Eaton-Michigan	8	0	0
Emmet-Michigan	3	0	0
Genesee-Michigan	91	4	0
Gladwin-Michigan	2	0	0
Gogebic-Michigan	1	1	0
Grand Traverse-Michigan	3	0	0
Gratiot-Michigan	1	0	0
Hillsdale-Michigan	6	0	0
Houghton-Michigan	0	0	0
Huron-Michigan	1	0	0
Ingham-Michigan	26	1	0
Ionia-Michigan	2	0	0
Iosco-Michigan	1	0	0
Iron-Michigan	0	0	0
Isabella-Michigan	4	0	0
Jackson-Michigan	16	0	0
Kalamazoo-Michigan	11	0	0
Kalkaska-Michigan	4	0	0
Kent-Michigan	45	1	0
Keweenaw-Michigan	0	0	0
Lake-Michigan	0	0	0
Lapeer-Michigan	4	0	0
Leelanau-Michigan	1	0	0
Lenawee-Michigan	8	0	0
Livingston-Michigan	31	1	0
Luce-Michigan	0	0	0
Mackinac-Michigan	0	0	0
Macomb-Michigan	404	14	0
Manistee-Michigan	1	0	0
Marquette-Michigan	1	0	0
Mason-Michigan	0	0	0
Mecosta-Michigan	1	1	0
Menominee-Michigan	0	0	0
Midland-Michigan	8	0	0
Missaukee-Michigan	1	0	0
Monroe-Michigan	28	0	0
Montcalm-Michigan	3	0	0
Montmorency-Michigan	0	0	0
Muskegon-Michigan	6	2	0
Newaygo-Michigan	1	0	0
Oakland-Michigan	824	26	0
Oceana-Michigan	1	0	0
Ogemaw-Michigan	1	0	0
Ontonagon-Michigan	0	0	0
Osceola-Michigan	0	0	0
Oscoda-Michigan	0	0	0
Otsego-Michigan	7	0	0
Ottawa-Michigan	21	0	0
Presque Isle-Michigan	0	0	0
Roscommon-Michigan	1	0	0
Saginaw-Michigan	14	0	0
St Clair-Michigan	0	0	0
St Joseph-Michigan	0	0	0
Sanilac-Michigan	2	0	0
Schoolcraft-Michigan	0	0	0
Shiawassee-Michigan	2	0	0
Tuscola-Michigan	2	1	0
Van Buren-Michigan	3	0	0
Washtenaw-Michigan	150	3	0
Wayne-Michigan	1810	37	0
Wexford-Michigan	1	0	0
Aitkin-Minnesota	0	0	0
Anoka-Minnesota	10	0	0
Becker-Minnesota	0	0	0
Beltrami-Minnesota	1	0	0
Benton-Minnesota	1	0	0
Big Stone-Minnesota	1	0	0
Blue Earth-Minnesota	7	0	0
Brown-Minnesota	0	0	0
Carlton-Minnesota	0	0	0
Carver-Minnesota	8	0	0
Cass-Minnesota	1	0	0
Chippewa-Minnesota	0	0	0
Chisago-Minnesota	2	0	0
Clay-Minnesota	4	0	0
Clearwater-Minnesota	0	0	0
Cook-Minnesota	0	0	0
Cottonwood-Minnesota	0	0	0
Crow Wing-Minnesota	0	0	0
Dakota-Minnesota	28	0	0
Dodge-Minnesota	5	0	0
Douglas-Minnesota	0	0	0
Faribault-Minnesota	1	0	0
Fillmore-Minnesota	3	0	0
Freeborn-Minnesota	0	0	0
Goodhue-Minnesota	2	0	0
Grant-Minnesota	0	0	0
Hennepin-Minnesota	141	0	0
Houston-Minnesota	0	0	0
Hubbard-Minnesota	0	0	0
Isanti-Minnesota	0	0	0
Itasca-Minnesota	0	0	0
Jackson-Minnesota	1	0	0
Kanabec-Minnesota	0	0	0
Kandiyohi-Minnesota	1	0	0
Kittson-Minnesota	0	0	0
Koochiching-Minnesota	0	0	0
Lac qui Parle-Minnesota	0	0	0
Lake-Minnesota	0	0	0
Lake of the Woods-Minnesota	0	0	0
Le Sueur-Minnesota	10	0	0
Lincoln-Minnesota	1	0	0
Lyon-Minnesota	0	0	0
McLeod-Minnesota	0	0	0
Mahnomen-Minnesota	1	0	0
Marshall-Minnesota	0	0	0
Martin-Minnesota	18	0	0
Meeker-Minnesota	0	0	0
Mille Lacs-Minnesota	0	0	0
Morrison-Minnesota	0	0	0
Mower-Minnesota	10	0	0
Murray-Minnesota	0	0	0
Nicollet-Minnesota	3	0	0
Nobles-Minnesota	0	0	0
Norman-Minnesota	0	0	0
Olmsted-Minnesota	34	0	0
Otter Tail-Minnesota	0	0	0
Pennington-Minnesota	0	0	0
Pine-Minnesota	0	0	0
Pipestone-Minnesota	0	0	0
Polk-Minnesota	0	0	0
Pope-Minnesota	0	0	0
Ramsey-Minnesota	34	2	0
Red Lake-Minnesota	0	0	0
Redwood-Minnesota	0	0	0
Renville-Minnesota	1	0	0
Rice-Minnesota	2	0	0
Rock-Minnesota	0	0	0
Roseau-Minnesota	0	0	0
St Louis-Minnesota	0	0	0
Scott-Minnesota	7	0	0
Sherburne-Minnesota	3	0	0
Sibley-Minnesota	1	0	0
Stearns-Minnesota	5	0	0
Steele-Minnesota	5	0	0
Stevens-Minnesota	0	0	0
Swift-Minnesota	0	0	0
Todd-Minnesota	0	0	0
Traverse-Minnesota	0	0	0
Wabasha-Minnesota	4	0	0
Wadena-Minnesota	0	0	0
Waseca-Minnesota	3	0	0
Washington-Minnesota	22	0	0
Watonwan-Minnesota	0	0	0
Wilkin-Minnesota	1	0	0
Winona-Minnesota	4	0	0
Wright-Minnesota	5	0	0
Yellow Medicine-Minnesota	0	0	0
Adams-Mississippi	6	0	0
Alcorn-Mississippi	0	0	0
Amite-Mississippi	0	0	0
Attala-Mississippi	8	0	0
Benton-Mississippi	2	0	0
Bolivar-Mississippi	9	0	0
Calhoun-Mississippi	3	0	0
Carroll-Mississippi	0	0	0
Chickasaw-Mississippi	9	0	0
Choctaw-Mississippi	4	0	0
Claiborne-Mississippi	0	0	0
Clarke-Mississippi	0	0	0
Clay-Mississippi	2	0	0
Coahoma-Mississippi	18	0	0
Copiah-Mississippi	8	0	0
Covington-Mississippi	0	0	0
De Soto-Mississippi	0	0	0
Forrest-Mississippi	16	0	0
Franklin-Mississippi	2	0	0
George-Mississippi	1	0	0
Greene-Mississippi	0	0	0
Grenada-Mississippi	2	0	0
Hancock-Mississippi	9	1	0
Harrison-Mississippi	34	1	0
Hinds-Mississippi	50	0	0
Holmes-Mississippi	10	1	0
Humphreys-Mississippi	1	0	0
Issaquena-Mississippi	0	0	0
Itawamba-Mississippi	3	0	0
Jackson-Mississippi	24	0	0
Jasper-Mississippi	0	0	0
Jefferson-Mississippi	1	0	0
Jefferson Davis-Mississippi	0	0	0
Jones-Mississippi	1	0	0
Kemper-Mississippi	1	0	0
Lafayette-Mississippi	11	0	0
Lamar-Mississippi	4	0	0
Lauderdale-Mississippi	10	0	0
Lawrence-Mississippi	5	0	0
Leake-Mississippi	4	0	0
Lee-Mississippi	15	0	0
Leflore-Mississippi	13	0	0
Lincoln-Mississippi	6	0	0
Lowndes-Mississippi	9	0	0
Madison-Mississippi	25	0	0
Marion-Mississippi	1	0	0
Marshall-Mississippi	9	0	0
Monroe-Mississippi	3	0	0
Montgomery-Mississippi	4	0	0
Neshoba-Mississippi	1	0	0
Newton-Mississippi	1	0	0
Noxubee-Mississippi	1	0	0
Oktibbeha-Mississippi	12	0	0
Panola-Mississippi	4	0	0
Pearl River-Mississippi	18	0	0
Perry-Mississippi	2	0	0
Pike-Mississippi	12	0	0
Pontotoc-Mississippi	4	0	0
Prentiss-Mississippi	1	0	0
Quitman-Mississippi	3	0	0
Rankin-Mississippi	29	1	0
Scott-Mississippi	6	0	0
Sharkey-Mississippi	1	0	0
Simpson-Mississippi	1	0	0
Smith-Mississippi	1	0	0
Stone-Mississippi	0	0	0
Sunflower-Mississippi	5	0	0
Tallahatchie-Mississippi	2	0	0
Tate-Mississippi	8	0	0
Tippah-Mississippi	15	1	0
Tishomingo-Mississippi	0	0	0
Tunica-Mississippi	6	1	0
Union-Mississippi	3	0	0
Walthall-Mississippi	4	0	0
Warren-Mississippi	0	0	0
Washington-Mississippi	11	0	0
Wayne-Mississippi	0	0	0
Webster-Mississippi	3	1	0
Wilkinson-Mississippi	9	1	0
Winston-Mississippi	3	0	0
Yalobusha-Mississippi	3	0	0
Yazoo-Mississippi	4	0	0
Adair-Missouri	1	0	0
Andrew-Missouri	0	0	0
Atchison-Missouri	1	0	0
Audrain-Missouri	0	0	0
Barry-Missouri	0	0	0
Barton-Missouri	0	0	0
Bates-Missouri	1	0	0
Benton-Missouri	1	0	0
Bollinger-Missouri	1	0	0
Boone-Missouri	37	1	0
Buchanan-Missouri	2	0	0
Butler-Missouri	0	0	0
Caldwell-Missouri	0	0	0
Callaway-Missouri	3	0	0
Camden-Missouri	1	0	0
Cape Girardeau-Missouri	5	0	0
Carroll-Missouri	0	0	0
Carter-Missouri	1	0	0
Cass-Missouri	8	0	0
Cedar-Missouri	0	0	0
Chariton-Missouri	1	0	0
Christian-Missouri	3	0	0
Clark-Missouri	0	0	0
Clay-Missouri	9	0	0
Clinton-Missouri	1	0	0
Cole-Missouri	10	0	0
Cooper-Missouri	1	0	0
Crawford-Missouri	0	0	0
Dade-Missouri	0	0	0
Dallas-Missouri	0	0	0
Daviess-Missouri	0	0	0
De Kalb-Missouri	0	0	0
Dent-Missouri	0	0	0
Douglas-Missouri	0	0	0
Dunklin-Missouri	3	0	0
Franklin-Missouri	4	0	0
Gasconade-Missouri	0	0	0
Gentry-Missouri	0	0	0
Greene-Missouri	31	3	0
Grundy-Missouri	0	0	0
Harrison-Missouri	0	0	0
Henry-Missouri	1	0	0
Hickory-Missouri	0	0	0
Holt-Missouri	0	0	0
Howard-Missouri	0	0	0
Howell-Missouri	0	0	0
Iron-Missouri	0	0	0
Jackson-Missouri	41	1	0
Jasper-Missouri	2	0	0
Jefferson-Missouri	15	0	0
Johnson-Missouri	8	0	0
Knox-Missouri	0	0	0
Laclede-Missouri	0	0	0
Lafayette-Missouri	4	0	0
Lawrence-Missouri	0	0	0
Lewis-Missouri	0	0	0
Lincoln-Missouri	2	0	0
Linn-Missouri	0	0	0
Livingston-Missouri	0	0	0
McDonald-Missouri	1	0	0
Macon-Missouri	0	0	0
Madison-Missouri	0	0	0
Maries-Missouri	0	0	0
Marion-Missouri	0	0	0
Mercer-Missouri	0	0	0
Miller-Missouri	0	0	0
Mississippi-Missouri	0	0	0
Moniteau-Missouri	2	0	0
Monroe-Missouri	0	0	0
Montgomery-Missouri	3	0	0
Morgan-Missouri	0	0	0
New Madrid-Missouri	0	0	0
Newton-Missouri	3	0	0
Nodaway-Missouri	0	0	0
Oregon-Missouri	0	0	0
Osage-Missouri	0	0	0
Ozark-Missouri	0	0	0
Pemiscot-Missouri	1	0	0
Perry-Missouri	6	0	0
Pettis-Missouri	1	0	0
Phelps-Missouri	0	0	0
Pike-Missouri	0	0	0
Platte-Missouri	5	0	0
Polk-Missouri	0	0	0
Pulaski-Missouri	4	0	0
Putnam-Missouri	0	0	0
Ralls-Missouri	1	0	0
Randolph-Missouri	1	0	0
Ray-Missouri	1	0	0
Reynolds-Missouri	0	0	0
Ripley-Missouri	0	0	0
St Charles-Missouri	0	0	0
St Clair-Missouri	0	0	0
Ste. Genevieve-Missouri	0	0	0
St Francois-Missouri	0	0	0
St Louis-Missouri	0	0	0
Saline-Missouri	0	0	0
Schuyler-Missouri	0	0	0
Scotland-Missouri	0	0	0
Scott-Missouri	1	0	0
Shannon-Missouri	0	0	0
Shelby-Missouri	1	0	0
Stoddard-Missouri	1	0	0
Stone-Missouri	0	0	0
Sullivan-Missouri	0	0	0
Taney-Missouri	1	0	0
Texas-Missouri	1	0	0
Vernon-Missouri	0	0	0
Warren-Missouri	0	0	0
Washington-Missouri	0	0	0
Wayne-Missouri	0	0	0
Webster-Missouri	0	0	0
Worth-Missouri	0	0	0
Wright-Missouri	1	0	0
St Louis City-Missouri	0	0	0
Beaverhead-Montana	0	0	0
Big Horn-Montana	0	0	0
Blaine-Montana	0	0	0
Broadwater-Montana	2	0	0
Carbon-Montana	0	0	0
Carter-Montana	0	0	0
Cascade-Montana	6	0	0
Chouteau-Montana	0	0	0
Custer-Montana	0	0	0
Daniels-Montana	0	0	0
Dawson-Montana	0	0	0
Deer Lodge-Montana	0	0	0
Fallon-Montana	0	0	0
Fergus-Montana	0	0	0
Flathead-Montana	6	0	0
Gallatin-Montana	39	0	0
Garfield-Montana	0	0	0
Glacier-Montana	0	0	0
Golden Valley-Montana	0	0	0
Granite-Montana	0	0	0
Hill-Montana	1	0	0
Jefferson-Montana	1	0	0
Judith Basin-Montana	0	0	0
Lake-Montana	1	0	0
Lewis and Clark-Montana	8	0	0
Liberty-Montana	0	0	0
Lincoln-Montana	1	0	0
McCone-Montana	0	0	0
Madison-Montana	2	0	0
Meagher-Montana	1	0	0
Mineral-Montana	0	0	0
Missoula-Montana	8	0	0
Musselshell-Montana	0	0	0
Park-Montana	1	0	0
Petroleum-Montana	0	0	0
Phillips-Montana	0	0	0
Pondera-Montana	0	0	0
Powder River-Montana	0	0	0
Powell-Montana	0	0	0
Prairie-Montana	0	0	0
Ravalli-Montana	1	0	0
Richland-Montana	0	0	0
Roosevelt-Montana	1	0	0
Rosebud-Montana	0	0	0
Sanders-Montana	0	0	0
Sheridan-Montana	0	0	0
Silver Bow-Montana	8	0	0
Stillwater-Montana	0	0	0
Sweet Grass-Montana	0	0	0
Teton-Montana	0	0	0
Toole-Montana	2	0	0
Treasure-Montana	0	0	0
Valley-Montana	0	0	0
Wheatland-Montana	0	0	0
Wibaux-Montana	0	0	0
Yellowstone-Montana	20	0	0
Yellowstone Nat Park-Montana	0	0	0
Adams-Nebraska	1	0	0
Antelope-Nebraska	0	0	0
Arthur-Nebraska	0	0	0
Banner-Nebraska	0	0	0
Blaine-Nebraska	0	0	0
Boone-Nebraska	0	0	0
Box Butte-Nebraska	0	0	0
Boyd-Nebraska	0	0	0
Brown-Nebraska	0	0	0
Buffalo-Nebraska	4	0	0
Burt-Nebraska	0	0	0
Butler-Nebraska	0	0	0
Cass-Nebraska	2	0	0
Cedar-Nebraska	0	0	0
Chase-Nebraska	0	0	0
Cherry-Nebraska	0	0	0
Cheyenne-Nebraska	0	0	0
Clay-Nebraska	0	0	0
Colfax-Nebraska	0	0	0
Cuming-Nebraska	0	0	0
Custer-Nebraska	0	0	0
Dakota-Nebraska	0	0	0
Dawes-Nebraska	0	0	0
Dawson-Nebraska	0	0	0
Deuel-Nebraska	0	0	0
Dixon-Nebraska	0	0	0
Dodge-Nebraska	0	0	0
Douglas-Nebraska	44	0	0
Dundy-Nebraska	0	0	0
Fillmore-Nebraska	0	0	0
Franklin-Nebraska	0	0	0
Frontier-Nebraska	0	0	0
Furnas-Nebraska	0	0	0
Gage-Nebraska	1	0	0
Garden-Nebraska	0	0	0
Garfield-Nebraska	0	0	0
Gosper-Nebraska	0	0	0
Grant-Nebraska	0	0	0
Greeley-Nebraska	0	0	0
Hall-Nebraska	0	0	0
Hamilton-Nebraska	0	0	0
Harlan-Nebraska	0	0	0
Hayes-Nebraska	0	0	0
Hitchcock-Nebraska	0	0	0
Holt-Nebraska	0	0	0
Hooker-Nebraska	0	0	0
Howard-Nebraska	0	0	0
Jefferson-Nebraska	0	0	0
Johnson-Nebraska	0	0	0
Kearney-Nebraska	1	0	0
Keith-Nebraska	0	0	0
Keya Paha-Nebraska	0	0	0
Kimball-Nebraska	0	0	0
Knox-Nebraska	2	0	0
Lancaster-Nebraska	3	0	0
Lincoln-Nebraska	3	0	0
Logan-Nebraska	0	0	0
Loup-Nebraska	0	0	0
McPherson-Nebraska	0	0	0
Madison-Nebraska	1	0	0
