date	Alabama	Alaska	Arizona	Arkansas	American Samoa	California	Colorado	Connecticut	Delaware	District Of Columbia	Florida	Georgia	Guam	Hawaii	Idaho	Illinois	Indiana	Iowa	Kansas	Kentucky	Louisiana	Maine	Maryland	Massachusetts	Michigan	Minnesota	Mississippi	Missouri	Montana	Nebraska	Nevada	New Hampshire	New Jersey	New Mexico	New York	North Carolina	North Dakota	Northern Mariana Islands	Ohio	Oklahoma	Oregon	Pennsylvania	Puerto Rico	Rhode Island	South Carolina	South Dakota	Tennessee	Texas	US Virgin Islands	Utah	Vermont	Virginia	Washington	West Virginia	Wisconsin	Wyoming
2020-03-01	NA-NA-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	33-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	3-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	13-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	11-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	17-3-NA	NA-NA-NA	1-0-NA	NA-NA-NA
2020-03-02	NA-NA-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	38-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	2-0-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	4-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	13-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	11-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	23-6-NA	NA-NA-NA	1-0-NA	NA-NA-NA
2020-03-03	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	45-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	3-0-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	4-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	13-0-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	2-0-NA	1-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	11-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	32-10-NA	NA-NA-NA	1-0-NA	NA-NA-NA
2020-03-04	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	55-1-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	3-0-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	4-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	13-0-NA	NA-NA-NA	2-0-NA	1-0-NA	NA-NA-NA	11-0-NA	1-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	12-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	47-11-NA	NA-NA-NA	1-0-NA	NA-NA-NA
2020-03-05	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	67-1-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	4-0-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	5-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	3-0-NA	3-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	13-0-NA	2-0-NA	2-0-NA	2-0-NA	NA-NA-NA	22-0-NA	1-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	2-0-NA	NA-NA-NA	NA-NA-NA	1-0-NA	16-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	75-11-NA	NA-NA-NA	1-0-NA	NA-NA-NA
2020-03-06	NA-NA-NA	NA-NA-NA	3-0-NA	NA-NA-NA	NA-NA-NA	81-1-NA	8-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	7-2-NA	3-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	6-0-NA	1-0-NA	NA-NA-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	3-0-NA	8-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	14-0-NA	2-0-NA	2-0-NA	4-0-NA	NA-NA-NA	44-0-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	1-0-NA	2-0-NA	2-0-NA	NA-NA-NA	3-0-NA	2-0-NA	NA-NA-NA	1-0-NA	19-0-NA	NA-NA-NA	3-0-NA	NA-NA-NA	NA-NA-NA	86-12-NA	NA-NA-NA	1-0-NA	NA-NA-NA
2020-03-07	NA-NA-NA	NA-NA-NA	5-0-NA	NA-NA-NA	NA-NA-NA	100-1-NA	8-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	12-2-NA	7-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	6-0-NA	1-0-NA	NA-NA-NA	1-0-NA	1-0-NA	NA-NA-NA	NA-NA-NA	3-0-NA	13-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	14-0-NA	2-0-NA	4-0-NA	4-0-NA	NA-NA-NA	89-0-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	1-0-NA	6-0-NA	4-0-NA	NA-NA-NA	3-0-NA	2-0-NA	NA-NA-NA	1-0-NA	19-0-NA	NA-NA-NA	3-0-NA	1-0-NA	1-0-NA	110-16-NA	NA-NA-NA	1-0-NA	NA-NA-NA
2020-03-08	NA-NA-NA	NA-NA-NA	5-0-NA	NA-NA-NA	NA-NA-NA	112-1-NA	8-0-NA	1-0-NA	NA-NA-NA	NA-NA-NA	13-2-NA	11-0-NA	NA-NA-NA	2-0-NA	NA-NA-NA	7-0-NA	2-0-NA	3-0-NA	1-0-NA	4-0-NA	NA-NA-NA	NA-NA-NA	5-0-NA	28-0-NA	NA-NA-NA	2-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	16-0-NA	4-0-NA	4-0-NA	6-0-NA	NA-NA-NA	106-0-NA	2-0-NA	NA-NA-NA	NA-NA-NA	NA-NA-NA	1-0-NA	13-0-NA	6-0-NA	NA-NA-NA	3-0-NA	6-0-NA	NA-NA-NA	3-0-NA	23-0-NA	NA-NA-NA	3-0-NA	1-0-NA	2-0-NA	141-19-NA	NA-NA-NA	1-0-NA	NA-NA-NA
2020-03-09	NA-NA-NA	NA-NA-NA	6-0-NA	NA-NA-NA	NA-NA-NA	172-2-NA	12-0-NA	2-0-NA	NA-NA-NA	NA-NA-NA	14-2-NA	17-0-NA	NA-NA-NA	2-0-NA	NA-NA-NA	11-0-NA	4-0-NA	8-0-NA	1-0-NA	5-0-NA	1-0-NA	NA-NA-NA	6-0-NA	41-0-NA	NA-NA-NA	2-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	16-0-NA	4-0-NA	4-0-NA	11-0-NA	NA-NA-NA	142-0-NA	7-0-NA	NA-NA-NA	NA-NA-NA	3-0-NA	1-0-NA	13-0-NA	10-0-NA	NA-NA-NA	3-0-NA	7-0-NA	NA-NA-NA	4-0-NA	24-0-NA	NA-NA-NA	3-0-NA	1-0-NA	5-0-NA	179-22-NA	NA-NA-NA	2-0-NA	NA-NA-NA
2020-03-10	NA-NA-NA	NA-NA-NA	6-0-NA	NA-NA-NA	NA-NA-NA	179-3-NA	17-0-NA	2-0-NA	NA-NA-NA	NA-NA-NA	23-2-NA	22-0-NA	NA-NA-NA	2-0-NA	NA-NA-NA	19-0-NA	6-0-NA	13-0-NA	1-0-NA	7-0-NA	6-0-NA	NA-NA-NA	9-0-NA	92-0-NA	2-0-NA	3-0-NA	NA-NA-NA	1-0-NA	NA-NA-NA	17-0-NA	4-0-NA	5-0-NA	15-1-NA	NA-NA-NA	173-0-NA	7-0-NA	NA-NA-NA	NA-NA-NA	3-0-NA	2-0-NA	14-0-NA	12-0-NA	NA-NA-NA	5-0-NA	9-0-NA	5-1-NA	7-0-NA	31-0-NA	NA-NA-NA	4-0-NA	1-0-NA	8-0-NA	279-24-NA	NA-NA-NA	3-0-NA	NA-NA-NA
2020-03-11	NA-NA-NA	NA-NA-NA	9-0-NA	1-0-NA	NA-NA-NA	202-4-NA	34-0-NA	3-0-NA	1-0-NA	NA-NA-NA	26-2-NA	31-0-NA	NA-NA-NA	2-0-NA	NA-NA-NA	25-0-NA	11-0-NA	14-0-NA	1-0-NA	7-0-NA	13-0-NA	NA-NA-NA	13-0-NA	95-0-NA	2-0-NA	5-0-NA	1-0-NA	1-0-NA	NA-NA-NA	23-0-NA	7-0-NA	5-0-NA	23-1-NA	4-0-NA	217-0-NA	8-0-NA	1-0-NA	NA-NA-NA	4-0-NA	2-0-NA	20-0-NA	16-0-NA	NA-NA-NA	5-0-NA	10-0-NA	8-1-NA	8-0-NA	33-0-NA	NA-NA-NA	5-0-NA	2-0-NA	10-0-NA	338-29-NA	NA-NA-NA	6-0-NA	1-0-NA
2020-03-12	NA-NA-NA	1-0-NA	9-0-NA	6-0-NA	NA-NA-NA	252-4-NA	49-1-NA	6-0-NA	4-0-NA	NA-NA-NA	46-2-NA	31-1-NA	NA-NA-NA	2-0-NA	NA-NA-NA	32-0-NA	12-0-NA	16-0-NA	5-1-NA	11-0-NA	14-0-NA	1-0-NA	13-0-NA	108-0-NA	12-0-NA	9-0-NA	1-0-NA	2-0-NA	NA-NA-NA	24-0-NA	11-0-NA	6-0-NA	29-1-NA	6-0-NA	326-0-NA	16-0-NA	1-0-NA	NA-NA-NA	5-0-NA	2-0-NA	30-0-NA	22-0-NA	NA-NA-NA	5-0-NA	12-0-NA	8-1-NA	18-0-NA	41-0-NA	NA-NA-NA	7-0-NA	2-0-NA	17-0-NA	419-32-NA	NA-NA-NA	8-0-NA	1-0-NA
2020-03-13	6-0-NA	1-0-NA	9-0-NA	7-0-NA	NA-NA-NA	320-5-NA	78-2-NA	11-0-NA	4-0-NA	NA-NA-NA	70-2-NA	41-1-NA	NA-NA-NA	2-0-NA	1-0-NA	46-0-NA	12-0-NA	17-0-NA	6-1-NA	11-0-NA	36-0-NA	2-0-NA	18-0-NA	123-0-NA	25-0-NA	14-0-NA	6-0-NA	4-0-NA	4-0-NA	27-0-NA	19-0-NA	7-0-NA	50-1-NA	10-0-NA	421-0-NA	18-0-NA	1-0-NA	NA-NA-NA	13-0-NA	3-0-NA	30-0-NA	41-0-NA	3-0-NA	20-0-NA	13-0-NA	9-1-NA	26-0-NA	58-0-NA	NA-NA-NA	7-0-NA	2-0-NA	30-0-NA	511-37-NA	NA-NA-NA	19-0-NA	2-0-NA
2020-03-14	12-0-NA	1-0-NA	12-0-NA	9-0-NA	NA-NA-NA	381-5-NA	103-2-NA	20-0-NA	4-0-NA	NA-NA-NA	70-3-NA	65-1-NA	NA-NA-NA	4-0-NA	5-0-NA	66-0-NA	15-0-NA	18-0-NA	8-1-NA	18-0-NA	77-1-NA	3-0-NA	27-0-NA	138-0-NA	33-0-NA	21-0-NA	6-0-NA	5-0-NA	6-0-NA	29-0-NA	21-0-NA	7-0-NA	75-2-NA	13-0-NA	610-2-NA	25-0-NA	1-0-NA	NA-NA-NA	26-0-NA	4-0-NA	36-1-NA	47-0-NA	4-0-NA	20-0-NA	19-0-NA	9-1-NA	32-0-NA	69-0-NA	NA-NA-NA	21-0-NA	5-0-NA	42-1-NA	609-40-NA	NA-NA-NA	27-0-NA	3-0-NA
2020-03-15	23-0-NA	1-0-NA	13-0-NA	16-0-NA	NA-NA-NA	478-6-NA	136-2-NA	26-0-NA	7-0-NA	NA-NA-NA	109-3-NA	97-1-NA	3-0-NA	7-0-NA	5-0-NA	94-0-NA	19-0-NA	22-0-NA	9-1-NA	21-0-NA	103-2-NA	12-0-NA	32-0-NA	164-0-NA	53-0-NA	35-0-NA	10-0-NA	5-0-NA	6-0-NA	31-0-NA	26-0-NA	13-0-NA	98-2-NA	17-0-NA	732-6-NA	32-0-NA	1-0-NA	NA-NA-NA	37-0-NA	8-0-NA	39-1-NA	68-0-NA	5-0-NA	20-0-NA	28-0-NA	9-1-NA	39-0-NA	80-0-NA	NA-NA-NA	29-0-NA	8-0-NA	45-1-NA	675-42-NA	NA-NA-NA	33-0-NA	3-0-NA
2020-03-16	29-0-NA	3-0-NA	18-0-NA	22-0-NA	NA-NA-NA	588-11-NA	161-2-NA	41-0-NA	8-0-NA	NA-NA-NA	141-4-NA	118-1-NA	3-0-NA	10-0-NA	5-0-NA	104-0-NA	24-1-NA	22-0-NA	11-1-NA	22-1-NA	137-3-NA	17-0-NA	39-0-NA	197-0-NA	54-0-NA	54-0-NA	12-0-NA	9-0-NA	8-0-NA	33-0-NA	45-1-NA	17-0-NA	176-3-NA	21-0-NA	950-10-NA	34-0-NA	1-0-NA	NA-NA-NA	50-0-NA	10-0-NA	46-1-NA	81-0-NA	5-0-NA	21-0-NA	33-1-NA	10-1-NA	52-0-NA	87-1-NA	NA-NA-NA	40-0-NA	12-0-NA	51-1-NA	794-48-NA	NA-NA-NA	47-0-NA	10-0-NA
2020-03-17	39-0-NA	6-0-NA	20-0-NA	22-0-NA	NA-NA-NA	732-14-NA	183-3-NA	68-0-NA	16-0-NA	NA-NA-NA	210-6-NA	142-1-NA	3-0-NA	14-0-NA	9-0-NA	159-1-NA	30-2-NA	29-0-NA	17-1-NA	26-1-NA	196-5-NA	32-0-NA	57-0-NA	218-0-NA	65-0-NA	60-0-NA	21-0-NA	16-0-NA	8-0-NA	36-0-NA	55-1-NA	26-0-NA	268-3-NA	23-0-NA	1374-17-NA	42-0-NA	5-0-NA	NA-NA-NA	67-0-NA	18-0-NA	66-2-NA	101-0-NA	5-0-NA	23-0-NA	47-1-NA	11-1-NA	73-0-NA	106-1-NA	NA-NA-NA	51-0-NA	14-0-NA	67-2-NA	908-54-NA	1-0-NA	72-0-NA	15-0-NA
2020-03-18	51-0-NA	9-0-NA	28-0-NA	33-0-NA	NA-NA-NA	893-17-NA	216-3-NA	96-1-NA	26-0-NA	NA-NA-NA	326-7-NA	193-3-NA	8-0-NA	16-0-NA	11-0-NA	286-1-NA	39-2-NA	38-0-NA	22-1-NA	35-1-NA	280-7-NA	43-0-NA	85-1-NA	256-0-NA	80-1-NA	77-0-NA	34-0-NA	21-1-NA	12-0-NA	43-0-NA	82-1-NA	39-0-NA	427-5-NA	28-0-NA	2382-27-NA	66-0-NA	7-0-NA	NA-NA-NA	90-0-NA	29-0-NA	74-3-NA	139-1-NA	5-0-NA	33-0-NA	60-1-NA	11-1-NA	98-0-NA	166-2-NA	NA-NA-NA	65-0-NA	19-0-NA	78-2-NA	1026-68-NA	2-0-NA	106-0-NA	17-0-NA
2020-03-19	78-0-NA	12-0-NA	47-0-NA	62-0-NA	NA-NA-NA	1067-19-NA	278-5-NA	159-4-NA	30-0-NA	NA-NA-NA	434-8-NA	282-10-NA	12-0-NA	26-0-NA	23-0-NA	420-4-NA	56-2-NA	44-0-NA	35-1-NA	47-2-NA	392-10-NA	52-0-NA	108-1-NA	328-0-NA	334-3-NA	89-0-NA	50-1-NA	35-1-NA	19-0-NA	47-0-NA	99-1-NA	44-0-NA	735-9-NA	35-0-NA	4152-30-NA	104-0-NA	19-0-NA	NA-NA-NA	120-0-NA	44-1-NA	87-3-NA	187-1-NA	6-0-NA	44-0-NA	81-1-NA	14-1-NA	155-0-NA	248-4-NA	NA-NA-NA	80-0-NA	22-2-NA	94-2-NA	1228-75-NA	5-0-NA	155-2-NA	18-0-NA
2020-03-20	106-0-NA	14-0-NA	70-1-NA	100-0-NA	NA-NA-NA	1283-24-NA	364-5-NA	194-4-NA	39-0-NA	NA-NA-NA	564-9-NA	482-14-NA	14-0-NA	37-0-NA	31-0-NA	583-5-NA	79-3-NA	45-0-NA	49-1-NA	63-2-NA	537-10-NA	57-0-NA	150-2-NA	413-1-NA	548-4-NA	115-0-NA	80-1-NA	73-3-NA	19-0-NA	53-0-NA	165-2-NA	55-0-NA	896-11-NA	43-0-NA	7102-57-NA	144-0-NA	27-0-NA	NA-NA-NA	169-1-NA	49-1-NA	114-3-NA	269-1-NA	14-0-NA	44-0-NA	126-3-NA	14-1-NA	237-0-NA	377-5-NA	NA-NA-NA	112-0-NA	29-2-NA	115-2-NA	1404-83-NA	8-0-NA	216-3-NA	22-0-NA
2020-03-21	131-0-NA	21-0-NA	104-1-NA	118-0-NA	NA-NA-NA	1544-28-NA	475-6-NA	223-5-NA	45-0-NA	NA-NA-NA	764-11-NA	552-20-NA	15-0-NA	48-0-NA	42-0-NA	751-6-NA	126-4-NA	68-0-NA	57-2-NA	84-3-NA	763-16-NA	70-0-NA	195-3-NA	525-2-NA	787-6-NA	138-1-NA	140-1-NA	93-3-NA	29-0-NA	61-0-NA	165-2-NA	65-0-NA	1336-16-NA	57-0-NA	10356-80-NA	184-0-NA	28-0-NA	NA-NA-NA	247-3-NA	53-1-NA	137-4-NA	388-2-NA	21-1-NA	66-0-NA	172-3-NA	14-1-NA	312-2-NA	547-5-NA	NA-NA-NA	138-0-NA	49-2-NA	152-3-NA	1655-95-NA	12-0-NA	281-4-NA	24-0-NA
2020-03-22	157-0-NA	22-0-NA	153-2-NA	165-0-NA	NA-NA-NA	1851-35-NA	591-7-NA	327-8-NA	56-0-NA	NA-NA-NA	1000-13-NA	620-25-NA	27-1-NA	56-0-NA	47-0-NA	1047-9-NA	201-6-NA	90-0-NA	66-2-NA	103-3-NA	837-20-NA	89-0-NA	245-3-NA	646-5-NA	1033-9-NA	171-1-NA	207-1-NA	130-3-NA	34-0-NA	62-0-NA	190-2-NA	78-0-NA	1914-20-NA	65-0-NA	15168-122-NA	269-0-NA	30-0-NA	NA-NA-NA	351-3-NA	67-2-NA	161-5-NA	504-3-NA	23-1-NA	83-0-NA	194-3-NA	21-1-NA	424-2-NA	632-7-NA	NA-NA-NA	182-1-NA	52-2-NA	219-6-NA	1844-97-NA	16-0-NA	382-4-NA	26-0-NA
2020-03-23	196-0-NA	36-0-NA	234-2-NA	201-0-NA	NA-NA-NA	2240-39-NA	721-10-NA	415-10-NA	87-0-NA	NA-NA-NA	1222-18-NA	800-25-NA	29-1-NA	77-0-NA	50-0-NA	1285-12-NA	259-7-NA	105-0-NA	82-2-NA	124-3-NA	1172-34-NA	107-0-NA	290-3-NA	777-5-NA	1324-16-NA	235-1-NA	249-1-NA	183-4-NA	45-0-NA	73-0-NA	265-4-NA	101-1-NA	2844-27-NA	83-0-NA	20875-159-NA	303-0-NA	32-0-NA	NA-NA-NA	444-6-NA	81-2-NA	191-5-NA	644-6-NA	31-2-NA	106-0-NA	299-5-NA	28-1-NA	522-2-NA	728-7-NA	NA-NA-NA	257-1-NA	75-2-NA	254-6-NA	2101-110-NA	16-0-NA	418-5-NA	28-0-NA
2020-03-24	242-0-NA	42-0-NA	326-6-NA	232-2-NA	NA-NA-NA	2644-52-NA	912-11-NA	618-12-NA	104-0-NA	NA-NA-NA	1467-19-NA	1097-38-NA	32-1-NA	90-0-NA	73-0-NA	1535-16-NA	366-12-NA	124-1-NA	99-3-NA	157-3-NA	1388-46-NA	118-0-NA	349-4-NA	1159-11-NA	1791-24-NA	262-1-NA	320-1-NA	255-5-NA	51-0-NA	77-0-NA	315-6-NA	108-1-NA	3675-44-NA	100-0-NA	25665-218-NA	399-0-NA	36-0-NA	NA-NA-NA	564-8-NA	106-3-NA	209-8-NA	851-7-NA	39-2-NA	124-0-NA	342-7-NA	30-1-NA	679-2-NA	857-11-NA	NA-NA-NA	298-1-NA	95-7-NA	290-7-NA	2469-123-NA	39-0-NA	481-5-NA	37-0-NA
2020-03-25	386-1-NA	59-0-NA	402-6-NA	308-2-NA	NA-NA-NA	3183-67-NA	1086-19-NA	875-19-NA	119-0-NA	NA-NA-NA	1965-23-NA	1387-47-NA	32-1-NA	95-0-NA	123-0-NA	1875-21-NA	479-14-NA	145-1-NA	132-3-NA	198-5-NA	1795-65-NA	142-0-NA	423-4-NA	1838-15-NA	2294-43-NA	287-1-NA	377-5-NA	377-8-NA	65-0-NA	84-0-NA	405-10-NA	137-1-NA	4402-62-NA	112-1-NA	33066-325-NA	563-1-NA	45-0-NA	NA-NA-NA	706-11-NA	164-5-NA	266-10-NA	1151-11-NA	51-2-NA	132-0-NA	424-7-NA	41-1-NA	784-3-NA	1119-12-NA	NA-NA-NA	346-1-NA	123-8-NA	391-9-NA	2585-130-NA	51-0-NA	623-7-NA	49-0-NA
2020-03-26	538-3-NA	69-0-NA	508-8-NA	351-3-NA	NA-NA-NA	4060-82-NA	1432-24-NA	1012-21-NA	143-1-NA	NA-NA-NA	2477-29-NA	1643-56-NA	49-1-NA	106-0-NA	189-3-NA	2538-26-NA	656-18-NA	179-1-NA	171-3-NA	248-5-NA	2305-83-NA	155-0-NA	581-4-NA	2417-25-NA	2878-63-NA	346-2-NA	487-6-NA	507-8-NA	90-0-NA	92-0-NA	535-10-NA	158-1-NA	6876-81-NA	136-1-NA	38987-432-NA	638-2-NA	58-0-NA	NA-NA-NA	867-15-NA	248-7-NA	316-11-NA	1690-16-NA	64-2-NA	165-0-NA	456-9-NA	46-1-NA	981-3-NA	1543-21-NA	NA-NA-NA	402-1-NA	158-9-NA	604-14-NA	3208-151-NA	76-0-NA	754-10-NA	56-0-NA
2020-03-27	639-4-NA	85-1-NA	665-15-NA	386-3-NA	NA-NA-NA	4914-102-NA	1735-31-NA	1291-27-NA	165-2-NA	NA-NA-NA	3198-46-NA	2198-64-NA	53-1-NA	120-0-NA	231-4-NA	3029-37-NA	982-26-NA	235-3-NA	212-4-NA	302-8-NA	2746-119-NA	168-1-NA	775-5-NA	3240-35-NA	3657-93-NA	398-4-NA	579-8-NA	671-9-NA	121-1-NA	100-2-NA	621-10-NA	187-2-NA	8825-108-NA	191-1-NA	44635-535-NA	783-3-NA	68-1-NA	NA-NA-NA	1144-22-NA	322-8-NA	414-12-NA	2218-23-NA	79-3-NA	203-0-NA	539-13-NA	58-1-NA	1062-6-NA	1942-23-NA	NA-NA-NA	480-2-NA	184-10-NA	606-14-NA	3770-177-NA	96-0-NA	930-16-NA	73-0-NA
2020-03-28	720-4-NA	102-1-NA	773-15-NA	409-5-NA	NA-NA-NA	5565-121-NA	2061-44-NA	1524-33-NA	214-5-NA	NA-NA-NA	4038-56-NA	2447-79-NA	57-1-NA	151-0-NA	261-5-NA	3547-50-NA	1232-31-NA	298-3-NA	271-6-NA	394-9-NA	3315-137-NA	211-1-NA	1066-10-NA	4257-44-NA	4635-111-NA	441-5-NA	669-13-NA	838-10-NA	147-1-NA	122-2-NA	738-14-NA	214-2-NA	11124-140-NA	208-2-NA	53363-782-NA	972-4-NA	94-1-NA	2-0-NA	1406-25-NA	377-15-NA	479-13-NA	2815-35-NA	100-3-NA	239-2-NA	660-15-NA	68-1-NA	1373-6-NA	2161-29-NA	NA-NA-NA	608-2-NA	211-12-NA	740-17-NA	4311-191-NA	113-0-NA	1042-17-NA	84-0-NA
2020-03-29	830-5-NA	114-1-NA	929-18-NA	449-6-NA	NA-NA-NA	6266-130-NA	2315-47-NA	1993-34-NA	232-6-NA	NA-NA-NA	4942-59-NA	2683-83-NA	58-1-NA	175-0-NA	310-6-NA	4613-70-NA	1514-32-NA	336-4-NA	332-7-NA	439-9-NA	3540-152-NA	253-3-NA	1244-11-NA	4955-48-NA	5486-132-NA	504-9-NA	759-14-NA	903-12-NA	161-1-NA	137-2-NA	920-15-NA	258-3-NA	13386-161-NA	237-2-NA	59568-965-NA	1167-6-NA	98-1-NA	2-0-NA	1665-30-NA	429-16-NA	548-13-NA	3441-40-NA	127-5-NA	294-3-NA	774-16-NA	90-1-NA	1537-7-NA	2712-35-NA	NA-NA-NA	719-2-NA	235-12-NA	890-22-NA	4896-207-NA	124-1-NA	1120-17-NA	87-0-NA
