handle,id,url
@WhiteHouse,1242550344674091020,https://twitter.com/WhiteHouse/status/1242550344674091020
@PlanoPoliceDept,1242080200818475014,https://twitter.com/PlanoPoliceDept/status/1242080200818475014
@NY_Coronavirus,1242491813577068544,https://twitter.com/NY_Coronavirus/status/1242491813577068544
